id,userId,username,passwordHash,role,provinceId,districtId,stationId,linkedTukTukId,isActive,lastLogin,createdAt
14,2e810bf5-b973-4a7d-b68c-01a5cc387446,dist_admin_kandy,$2a$12$SDxvMc1YPmea6l97LxwBvOZcpOASrebHs33e4Ac4ukgs0Vh6FMZxG,district_admin,2,4,,,TRUE,,2026-04-26T08:08:11.870Z
15,7084e237-2893-48c3-afba-c7df9d42d60b,dist_admin_matale,$2a$12$SDxvMc1YPmea6l97LxwBvOZcpOASrebHs33e4Ac4ukgs0Vh6FMZxG,district_admin,2,5,,,TRUE,,2026-04-26T08:08:11.870Z
16,2075ebbe-4315-44e9-a6c4-fe017d7b48e1,officer_1,$2a$12$SDxvMc1YPmea6l97LxwBvOZcpOASrebHs33e4Ac4ukgs0Vh6FMZxG,station_officer,,24,1,,TRUE,,2026-04-26T08:08:11.870Z
17,58a8d2f7-4f86-47f6-8ecb-7cab2f197b01,officer_2,$2a$12$SDxvMc1YPmea6l97LxwBvOZcpOASrebHs33e4Ac4ukgs0Vh6FMZxG,station_officer,,3,2,,TRUE,,2026-04-26T08:08:11.870Z
18,a359198e-1486-4194-8026-19e3cb43b127,officer_3,$2a$12$SDxvMc1YPmea6l97LxwBvOZcpOASrebHs33e4Ac4ukgs0Vh6FMZxG,station_officer,,7,3,,TRUE,,2026-04-26T08:08:11.870Z
19,d2fe5620-d773-48a9-822d-18931b53e2af,officer_4,$2a$12$SDxvMc1YPmea6l97LxwBvOZcpOASrebHs33e4Ac4ukgs0Vh6FMZxG,station_officer,,1,4,,TRUE,,2026-04-26T08:08:11.870Z
20,3797b6ee-d8f6-4a51-a34a-43d3e0c7884a,officer_5,$2a$12$SDxvMc1YPmea6l97LxwBvOZcpOASrebHs33e4Ac4ukgs0Vh6FMZxG,station_officer,,8,5,,TRUE,,2026-04-26T08:08:11.870Z
21,c7c2082f-0523-4904-bb8e-23724bc2e70c,device_wp_xq_3025,$2a$12$Tp5Ls4/pFlAMsGlso5OrxuYLPmEHVTUdaGSrZWAPyBgnA3w8ERM9m,device,,,,1,TRUE,,2026-04-26T08:08:11.870Z
22,65c17001-f4c0-473e-9659-ff02e0dbf427,device_sp_ty_1129,$2a$12$Tp5Ls4/pFlAMsGlso5OrxuYLPmEHVTUdaGSrZWAPyBgnA3w8ERM9m,device,,,,4,TRUE,,2026-04-26T08:08:11.870Z
23,c33bd3d5-4157-4edf-9732-662dddbc38ea,device_wp_wg_6549,$2a$12$Tp5Ls4/pFlAMsGlso5OrxuYLPmEHVTUdaGSrZWAPyBgnA3w8ERM9m,device,,,,6,TRUE,,2026-04-26T08:08:11.870Z
24,c7dbc1bb-aa23-46d4-a3cb-0919c2f60174,device_wp_mk_6839,$2a$12$Tp5Ls4/pFlAMsGlso5OrxuYLPmEHVTUdaGSrZWAPyBgnA3w8ERM9m,device,,,,7,TRUE,,2026-04-26T08:08:11.870Z
25,02ddb192-46a9-4eeb-9d29-1db243f22814,device_nw_fx_4964,$2a$12$Tp5Ls4/pFlAMsGlso5OrxuYLPmEHVTUdaGSrZWAPyBgnA3w8ERM9m,device,,,,9,TRUE,,2026-04-26T08:08:11.870Z
26,ff58fcd1-67c7-406a-a995-0fbf6c5586dd,device_ep_eg_8542,$2a$12$Tp5Ls4/pFlAMsGlso5OrxuYLPmEHVTUdaGSrZWAPyBgnA3w8ERM9m,device,,,,10,TRUE,,2026-04-26T08:08:11.870Z
27,a4e5d9f2-d1c0-4330-95d0-c822cd4f6069,device_wp_fj_8402,$2a$12$Tp5Ls4/pFlAMsGlso5OrxuYLPmEHVTUdaGSrZWAPyBgnA3w8ERM9m,device,,,,11,TRUE,,2026-04-26T08:08:11.870Z
28,4de2f226-57f0-4a41-a45c-8fdb478b9871,device_wp_ic_5984,$2a$12$Tp5Ls4/pFlAMsGlso5OrxuYLPmEHVTUdaGSrZWAPyBgnA3w8ERM9m,device,,,,12,TRUE,,2026-04-26T08:08:11.870Z
29,284095c7-e747-4a8e-88d9-f965a7ac5737,device_ep_xc_8118,$2a$12$Tp5Ls4/pFlAMsGlso5OrxuYLPmEHVTUdaGSrZWAPyBgnA3w8ERM9m,device,,,,13,TRUE,,2026-04-26T08:08:11.870Z
30,0ee2bbc6-88d2-4a9a-b555-92582d01f645,device_up_hp_1200,$2a$12$Tp5Ls4/pFlAMsGlso5OrxuYLPmEHVTUdaGSrZWAPyBgnA3w8ERM9m,device,,,,14,TRUE,,2026-04-26T08:08:11.870Z
